sentence,label
"the enjoyable undercover brother , a zany mix of saturday night live-style parody , '70s blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .",1
fantastic ? !,1
: fantastic !,1
fantastic . !,1
fantastic !,1
"there 's not a spark of new inspiration : in it , just more of the same , done with noticeably : less , energy and imagination .",0
"there 's not a spark of new inspiration in it , just more of the same , , done with noticeably ? less energy : and imagination .",0
"there 's not ? a spark of new inspiration in it , just more of the same , , done with noticeably less energy and imagination .",0
"there 's not a spark . of new inspiration in it , just more of the same , done with , noticeably less energy and imagination .",0
"there 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",0
`` red dragon '' . is ! entertaining .,1
`` red dragon '' is entertaining : .,1
`` red dragon '' : is entertaining .,1
: `` : red dragon '' is ; entertaining .,1
`` red dragon '' is entertaining .,1
"hoffman waits too long to turn his movie in an ! unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty , and leatherbound .",0
"? hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that ; feels dusty and leatherbound .",0
"hoffman waits too long to ; turn his movie in an unexpected direction , : and even ! then his tone ; retains a genteel , prep-school quality that feels dusty and leatherbound .",0
"hoffman waits too long ! to turn his movie in an unexpected direction , and even then his tone retains : a genteel , prep-school quality that feels : dusty and leatherbound .",0
"hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",0
": secretary is just too original to : be , ignored .",1
secretary is just too original to be : ignored : .,1
secretary is ? just too original to be ignored .,1
secretary ! is just too original to be ignored .,1
secretary is just too original to be ignored .,1
"while . cherish does ! n't completely , survive its ? tonal ; transformation , from dark comedy to suspense thriller , it , 's got just . enough charm and appealing ! character quirks to forgive : that still serious problem .",1
"while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just ! enough charm and appealing character quirks to forgive . that still serious : problem .",1
". while cherish does n't ! completely survive its tonal transformation from dark comedy to suspense thriller , it : 's ! got just enough charm . and . appealing , character ; quirks to : forgive that still . serious problem .",1
"while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , ; it 's got just ? enough charm and ; appealing character quirks to forgive that still serious problem .",1
"while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",1
the lack of naturalness makes everything ; seem self-consciously poetic and forced ... ; it ? 's ; a ; pity that ? -lrb- nelson : 's -rrb- achievement does n't match his ambition .,0
"the lack . of naturalness makes everything seem ; self-consciously poetic and ! forced ... it 's a , pity ; that : -lrb- nelson 's -rrb- achievement does ! n't . match his ambition , .",0
"the lack ? of naturalness makes everything seem self-consciously . poetic and forced ... it 's a pity that , -lrb- nelson 's ; -rrb- achievement does n't match his ambition .",0
", the lack of naturalness makes everything seem self-consciously ? poetic ? and forced ... ; it 's ; a , pity : that -lrb- nelson 's . -rrb- achievement does n't match his ambition : .",0
the lack of naturalness makes everything seem self-consciously poetic and forced ... it 's a pity that -lrb- nelson 's -rrb- achievement does n't match his ambition .,0
graham greene 's novel of ? colonialism and ; empire is elevated by michael caine 's : performance as . a weary ? journalist in a changing world .,1
graham greene 's novel of colonialism ; and empire is elevated by michael caine 's performance as a weary journalist in a ! changing world .,1
"graham ; greene ; 's novel , of colonialism : and empire is elevated . by michael ? caine 's ; performance as , a weary journalist in a changing world .",1
graham greene 's novel of ! colonialism and empire is elevated by michael caine 's performance as a weary : journalist in a changing world .,1
graham greene 's novel of colonialism and empire is elevated by michael caine 's performance as a weary journalist in a changing world .,1
"the movie , is so resolutely cobbled together out of older movies that . it even uses a totally unnecessary prologue , just because it seems obligatory .",0
"the movie is so resolutely ; cobbled together out of older movies that : it even uses a totally unnecessary prologue , , just ? because it seems obligatory .",0
": the movie . is so resolutely cobbled together out of older movies ? that it even ; uses : a totally unnecessary ? prologue , just ? because it ? seems obligatory .",0
"the movie : is so resolutely cobbled together out of older movies that it even uses a , totally unnecessary prologue , just because it seems obligatory .",0
"the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .",0
"my big fat greek wedding is not only the best date movie of the year , it 's also a , -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",1
": my big fat greek wedding is not only the best date movie of the year , it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",1
"my big fat greek wedding . is not , only the ! best date movie of : the year , it 's also ; a -- dare i say it twice -- delightfully : charming , -- ; and totally american , i might add , -- slice : of comedic . bliss .",1
"my : big fat greek ? wedding is not only the best date ! movie . of the , year , it 's also ? a -- . dare i : say it twice -- delightfully ; charming . -- and totally , american , i might add -- slice of comedic bliss , .",1
"my big fat greek wedding is not only the best date movie of the year , it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",1
an off-beat and fanciful film about the ; human need for monsters ! to blame ; for ! all that is amiss in the ? world .,1
: an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,1
an off-beat and fanciful film about the human need for monsters ; to blame . for ? all that is . amiss in the world ? .,1
! an ? off-beat and . fanciful film about the human . need for monsters to blame for all that is amiss in the world .,1
an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,1
this thing works on ! no level whatsoever for me .,0
"this thing ; works , on no level ? whatsoever for me : .",0
: this thing works on : no level ; whatsoever for me .,0
this thing : works on no level ? whatsoever for me .,0
this thing works on no level whatsoever for me .,0
a selection of scenes in ; search of : a : movie .,0
a selection of scenes in search of a . movie .,0
a selection of scenes . in search of a movie .,0
"a selection of , scenes : in search of a ! movie .",0
a selection of scenes in search of a movie .,0
? one of the most gloriously unsubtle and adrenalized extreme ; shockers since . the evil dead .,1
"one of the , most gloriously unsubtle and . adrenalized extreme shockers since the evil dead .",1
one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead ; .,1
one of the most gloriously unsubtle . and adrenalized extreme . shockers since the evil dead .,1
one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead .,1
"; we do get the , distinct impression that this franchise is drawing to a close .",0
we . do get the ; distinct impression that this . franchise is drawing to ! a close ; .,0
": we do get the distinct impression , that this franchise is drawing : to : a close .",0
we do ; get the distinct impression that this franchise is drawing to a close .,0
we do get the distinct impression that this franchise is drawing to a close .,0
"! an unholy mess , ; driven by the pathetic idea that if you shoot something on . crummy-looking videotape ; , it ! must be , labelled ` hip ' , ? ` innovative ! ' and ` realistic ' ? .",0
"an unholy mess , driven by , the pathetic idea that if you shoot something on crummy-looking videotape ! , it must be labelled ` hip ' , ` innovative ' and ` realistic ' .",0
"an . unholy mess , driven by ? the pathetic idea that if you shoot something on crummy-looking videotape , it must ; be labelled ` ? hip ' ? , ` innovative ' ; and . ` realistic ; ' .",0
"an unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be , labelled ` hip ' , ` innovative ' ; and ? ` realistic ' .",0
"an unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip ' , ` innovative ' and ` realistic ' .",0
"in the end , the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries ! . '",0
"in the end , the weight of water comes to resemble the kind of soft-core twaddle ? you 'd expect to see on showtime 's ` red shoe diaries . '",0
"in the ! end . , ? the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on ? showtime 's ` : red ? shoe ? diaries , . : '",0
"in the end , ! the . weight of water : comes to resemble the kind , of soft-core twaddle you 'd expect to ? see ; on showtime 's ` red shoe diaries . '",0
"in the end , the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries . '",0
meticulously ; uncovers a trail of : outrageous . force and craven concealment : .,1
. meticulously . uncovers a trail of outrageous force and craven concealment .,1
meticulously uncovers a : trail of outrageous force ; and ? craven . concealment .,1
"? meticulously , uncovers a trail of outrageous force and craven concealment .",1
meticulously uncovers a trail of outrageous force and craven concealment .,1
"even if the . ring has ; a ? familiar ring , : it 's still unusually crafty and intelligent , for hollywood horror .",1
"even if the ring has a familiar ring ; , it 's . still unusually crafty and intelligent for hollywood horror .",1
"even if the ring has a familiar , ring , it 's still unusually crafty and intelligent for ! hollywood horror .",1
"even ; if ! the , ring has a familiar ring , it 's still unusually crafty and intelligent for hollywood horror .",1
"even if the ring has a familiar ring , it 's still unusually crafty and intelligent for hollywood horror .",1
"time ? is a . beautiful film : to watch , . an interesting and at . times , captivating take on loss : and loneliness .",1
"time is a beautiful film to watch , , . an , interesting and ; at times captivating take on loss and loneliness : .",1
"time is a beautiful film to ? watch , . an interesting and at times captivating take on loss and loneliness : .",1
"time is a beautiful film to watch , an interesting . and at times ? captivating ? take on loss and loneliness .",1
"time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .",1
a moving : and weighty depiction of one family 's . attempts to : heal after the death ! of a child .,1
"a moving and weighty ; depiction of one family 's attempts ! to heal after , the death of a child .",1
a ; moving and weighty depiction of one family 's attempts ! to heal ; after the death of a child .,1
a moving and : weighty : depiction ? of one family 's attempts to heal after the death of a . child .,1
a moving and weighty depiction of one family 's attempts to heal after the death of a child .,1
it 's replaced by some dramatic scenes that : are jarring and deeply out of place in what could have ? -lrb- and ; probably should have -rrb- been a lighthearted comedy .,0
"it 's replaced by some dramatic scenes that are jarring and deeply out of place in what , could have -lrb- and : probably should have -rrb- been : a lighthearted comedy .",0
it 's replaced by some ? dramatic scenes that are jarring and deeply out . of place in what could have ? -lrb- ; and probably should : have -rrb- been a lighthearted comedy .,0
it 's replaced by some dramatic scenes that are jarring and deeply out of : place in what could have -lrb- and probably should have -rrb- been a lighthearted comedy .,0
it 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have -lrb- and probably should have -rrb- been a lighthearted comedy .,0
"even if you do n't . understand what . on : earth : is , going on , , this is a movie that ? will stimulate hours , of post viewing discussion . , if only to be ! reminded of who did what to whom and , why ? .",1
"even if you ? do n't understand what on earth is going on , this is a movie , that will stimulate , hours of post viewing ; discussion , if only ? to be reminded of who did . what to whom and why .",1
"even if you do n't understand what on earth . is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",1
"even if you do n't understand what on earth is ; going on , this is a ! movie . that will stimulate : hours of post viewing discussion , if only to ? be ! reminded of who : did what to whom and why .",1
"even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",1
"... watching it was , painful .",0
... ? watching it ! was painful .,0
: ... watching it was painful .,0
... watching it ? was : painful .,0
... watching it was painful .,0
": mostly honest , , this somber ? picture reveals itself slowly , ; intelligently , artfully .",1
"mostly honest ? , ; this somber picture . reveals itself slowly , intelligently . , artfully : .",1
". mostly honest , this : somber picture ! reveals itself slowly , intelligently , ? artfully ; .",1
"! mostly honest , this somber picture reveals itself slowly , intelligently , . artfully , .",1
"mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",1
"the story line may be , 127 years old , but , el ! crimen del padre amaro ... could ? n't be more timely in its despairing ? vision of corruption within the catholic establishment ; .",1
"the story , line may be 127 years old , but el crimen del padre amaro ... could n't be more timely in its . despairing vision of corruption within the catholic establishment .",1
"the story line may be 127 years old , , : but , el crimen ? del padre amaro ? ... could n't be more timely in its despairing vision of ; corruption . within the catholic establishment .",1
"the story line may be . 127 years . old , ! but el crimen ; del padre amaro ... could n't be ? more timely in its despairing vision : of corruption within the catholic establishment .",1
"the story line may be 127 years old , but el crimen del padre amaro ... could n't be more timely in its despairing vision of corruption within the catholic establishment .",1
wait to see ? it then .,0
wait ? to ; see it then .,0
wait to ; see it then .,0
wait . to see it ? then .,0
wait to see it then .,0
"unless there are zoning ordinances to protect your community from , the dullest science ? fiction , impostor is opening today at a theater near you .",0
"unless there are zoning ordinances to , protect your community : from the . dullest ! science ? fiction , , impostor is opening today at a theater near ; you .",0
"unless there are zoning ordinances to protect your community from the , dullest science fiction , impostor is opening today at a theater near you .",0
"unless there are ? zoning ordinances . to protect your community , from the dullest science fiction , ; impostor , is opening today at a ! theater ! near you ! .",0
"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .",0
"does a good job ; of ! establishing a time and place , : and of ; telling a fascinating character , 's , story .",1
"does a good job of . establishing a time and ; place ! , and of telling a fascinating character 's story .",1
"does a good job of establishing a time and ; place , and of telling a fascinating character 's story .",1
"does a good ! job , of establishing a time ? and place , , and of ? telling . a fascinating character 's story .",1
"does a good job of establishing a time and place , and of telling a fascinating character 's story .",1
? it 's supposed to be a romantic comedy - it ! suffers from too much norma rae and not enough pretty woman .,0
it 's ; supposed : to be a . romantic : comedy - it : suffers from too much norma rae and not enough pretty ; woman ! .,0
"? it 's ; supposed , to be a romantic ! comedy ; - it ? suffers from ! too much norma rae and not enough pretty woman .",0
"it ! 's supposed to be a romantic , comedy - it suffers from too much : norma rae and not enough pretty woman .",0
it 's supposed to be a romantic comedy - it suffers from too much norma rae and not enough pretty woman .,0
"tries to work : in the same ! vein as : the brilliance of animal house but instead ! comes closer to . the failure of the ; third revenge , of the nerds sequel ; .",0
"; tries to work in the same vein as the brilliance of animal house but instead comes closer to the , failure . of the third revenge of the nerds sequel .",0
tries to work in : the same vein as ; the ; brilliance of animal house but instead comes closer to the ? failure of the third revenge of the nerds sequel .,0
tries to work . in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .,0
tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .,0
". for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , ! however ? it is almost guaranteed that even the stuffiest cinema goers : will laugh their \*\*\* off for an : hour-and-a-half .",1
"for those ; who pride themselves on sophisticated , discerning taste : , ! this might not seem like the proper cup of tea , however ; it is almost guaranteed that ! even the stuffiest cinema goers will laugh their ? \*\*\* off : for an . hour-and-a-half .",1
"for those who pride themselves on sophisticated , discerning , taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half ? .",1
"! for those who . pride themselves on sophisticated , discerning . taste , this might not seem like the ? proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .",1
"for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .",1
a film with contemporary ? political resonance illustrated by a ! winning family : story : .,1
a film with contemporary political resonance illustrated by ? a winning family story .,1
a film . with contemporary : political : resonance illustrated by a winning family story .,1
a film with contemporary political resonance illustrated by a winning family story ? .,1
a film with contemporary political resonance illustrated by a winning family story .,1
"; disney again : ransacks ? its archives for a quick-buck sequel , .",0
"disney again ransacks its archives ; for , a . quick-buck sequel ! .",0
disney again ransacks its : archives . for a quick-buck sequel .,0
"disney again ransacks , its ? archives for a ! quick-buck sequel .",0
disney again ransacks its archives for a quick-buck sequel .,0
"payami tries to raise ? some serious issues about iran 's electoral process ? , . but the result : is a film that 's about as subtle as a party political . broadcast .",0
"? payami tries to raise some serious issues about iran 's electoral . process ; , but the result is . a , film that 's about as subtle as ; a party , political broadcast .",0
"payami tries to raise ? some serious issues ; about iran 's electoral process , , but the result is a film that ; 's about as subtle as a party ? political broadcast .",0
"payami ! tries : to ! raise some , serious issues about iran 's electoral ! process , but ; the result is a ! film that : 's about as subtle as a party ; political broadcast : .",0
"payami tries to raise some serious issues about iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast .",0
one ? of the most ; incoherent features : in ? recent memory .,0
. one of the most incoherent features in recent memory .,0
one of ; the ! most incoherent features . in recent memory ; .,0
: one of the most incoherent : features in recent memory .,0
one of the most incoherent features in recent memory .,0
"! a wry ! , affectionate delight .",1
"a wry ; , affectionate ! delight .",1
"! a wry , affectionate delight : .",1
"a ; wry , affectionate delight .",1
"a wry , affectionate delight .",1
brosnan gives a portrayal as solid and as ? perfect as his outstanding ! performance as bond in die another day .,1
"brosnan gives a portrayal as solid and as perfect as his outstanding ! performance as bond in . die another day , .",1
brosnan gives a portrayal as solid and . as perfect as his outstanding performance as bond in die another day .,1
"! brosnan gives a portrayal as solid and ! as perfect ; as his ; outstanding performance as , bond ; in die another day . .",1
brosnan gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day .,1
"the problem with the ! mayhem in formula : 51 ! is not . that it ! 's offensive , but that it 's , boring ! .",0
"the : problem with the mayhem , in formula , 51 is , not that it 's offensive , ? but , that it 's boring ? .",0
"the problem with , the mayhem in formula 51 is not that it 's offensive , , but ? that it 's boring . .",0
"the problem with ? the mayhem in formula , 51 is not that it 's offensive , but that it 's boring .",0
"the problem with the mayhem in formula 51 is not that it 's offensive , but that it 's boring .",0
: a three-hour cinema master class .,1
? a three-hour cinema master class .,1
a ; three-hour cinema master ? class .,1
"a three-hour cinema master ? class , .",1
a three-hour cinema master class .,1
", a quirky comedy set in newfoundland that ; cleverly captures the dry . wit that ! 's so prevalent on the rock .",1
: a quirky comedy set : in newfoundland that cleverly captures ? the dry wit : that ? 's so prevalent ! on the rock ! .,1
a quirky comedy set ; in newfoundland that cleverly : captures the dry wit that 's so prevalent on : the rock .,1
? a quirky comedy set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock .,1
a quirky comedy set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock .,1
"may not be a breakthrough . in ? filmmaking , ; but it is ; unwavering and ! arresting .",1
", may not be ? a breakthrough in filmmaking , but ? it , is unwavering and arresting .",1
"may not be a breakthrough in filmmaking , but it is unwavering and arresting : .",1
"may not ; be a ! breakthrough in filmmaking , but it is , unwavering and arresting : .",1
"may not be a breakthrough in filmmaking , but it is unwavering and arresting .",1
"caruso , sometimes descends into sub-tarantino ? cuteness ... but ; for the most , part he ? makes sure the ? salton sea works . the way a , good noir should , keeping it tight and nasty ! .",1
"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight , and nasty .",1
"caruso sometimes descends into sub-tarantino cuteness ... but for the most : part ? he makes sure the salton sea works the . way ? a ? good noir ; should , keeping it tight and nasty .",1
"caruso . sometimes descends into sub-tarantino , cuteness ... but for the most part he makes sure the salton sea : works the way a good noir , should , keeping : it tight ; and nasty .",1
"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty .",1
the rest of the film ... ? is . dudsville .,0
"the rest of the , film ... is dudsville .",0
the rest of the ! film ... is dudsville ? .,0
", the rest of the film , ... is dudsville ; .",0
the rest of the film ... is dudsville .,0
"brutally honest and ? told with humor and poignancy , which ? makes : its message resonate .",1
"brutally honest and , told with humor ! and poignancy , which makes its message , resonate ; .",1
"brutally honest ; and told with humor . and poignancy , ? which makes its ! message resonate .",1
"brutally . honest ! and told with humor ! and poignancy , ! which makes its message : resonate .",1
"brutally honest and told with humor and poignancy , which makes its message resonate .",1
"? ... a good film ! that must have baffled ? the : folks , in the marketing department .",1
"... , a good film that must have ; baffled ? the . folks in the ! marketing department .",1
: ... . a good film ? that ; must have baffled the folks ! in the marketing department .,1
"... a ; good film that ? must have : baffled the folks in , the ; marketing department .",1
... a good film that must have baffled the folks in the marketing department .,1
"director . uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot , that while cleverly worked out , can not overcome blah characters .",0
"director uwe boll and writer robert dean klein fail to generate any interest in an , unsympathetic ; hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters .",0
"director uwe , boll and writer robert dean klein fail ! to generate any interest in an , unsympathetic ? hero caught up in an , intricate plot : that while cleverly : worked ? out : , can not overcome blah ; characters .",0
"? director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic ? hero caught ; up in an intricate plot ; that while cleverly worked out , can ? not overcome blah . characters .",0
"director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters .",0
"the metaphors are , provocative ? , but too often , the viewer is : left puzzled by the mechanics of the delivery ! .",0
"the metaphors ! are provocative , but too often , , the viewer ? is left : puzzled ! by the mechanics of the delivery .",0
"the metaphors are ! provocative , but , too . often , the viewer is left puzzled ! by the mechanics . of the delivery ; .",0
"the metaphors are ! provocative , but too often , . the viewer is left puzzled by ? the mechanics of the delivery .",0
"the metaphors are provocative , but too often , the viewer is left puzzled by the mechanics of the delivery .",0
works better in the conception than it does in ? the execution ... winds up seeming just a little too clever .,0
works better in the conception than it ; does in . the execution ! ... winds up seeming just a little too . clever .,0
"works better in the ! conception than it does in the execution ... winds , up ; seeming just a little : too clever .",0
"works better in the conception than , it does in the execution ... . winds up seeming just a little too clever .",0
works better in the conception than it does in the execution ... winds up seeming just a little too clever .,0
"wonderful fencing scenes and an exciting plot make this , an eminently engrossing film .",1
. wonderful fencing scenes and an exciting plot : make . this an eminently engrossing film .,1
wonderful fencing scenes and an exciting plot make this an . eminently engrossing film .,1
"wonderful : fencing scenes and an exciting plot make , this an eminently engrossing ; film .",1
wonderful fencing scenes and an exciting plot make this an eminently engrossing film .,1
"? a : bold -lrb- and lovely -rrb- experiment , that will almost certainly bore ! most , audiences into their . own ; brightly colored dreams .",1
"a bold : -lrb- and : lovely -rrb- experiment that will almost certainly bore most , audiences into their . own brightly colored dreams .",1
"a bold -lrb- and ! lovely ! -rrb- , experiment that . will almost certainly bore most audiences into their : own brightly colored ; dreams .",1
a bold -lrb- and lovely -rrb- experiment that will almost certainly bore most audiences ! into their own brightly colored dreams .,1
a bold -lrb- and lovely -rrb- experiment that will almost certainly bore most audiences into their own brightly colored dreams .,1
"a wonderfully warm human , drama that remains : vividly in memory long after viewing",1
: a . wonderfully warm human drama that remains ? vividly in memory long ? after viewing,1
a ? wonderfully warm : human drama ? that remains vividly ? in memory long after viewing,1
"a , wonderfully warm human drama that remains vividly in memory long : after viewing",1
a wonderfully warm human drama that remains vividly in memory long after viewing,1
"if any ; of . them list this ` credit ' on their resumes in the future , that 'll be much funnier than anything ! in the film ...",0
"if any ; of : them . list this ! ` credit ' ? on ; their resumes in the future , that 'll be : much ! funnier than anything in the film ? ...",0
"if any of them list this ` , credit ' on their resumes in the future , that 'll be much funnier than anything in ; the film ...",0
"if ? any of them list this ; ` ; credit ? ' on their resumes , in the future ? , , that 'll be much funnier than anything in the ! film . ...",0
"if any of them list this ` credit ' on their resumes in the future , that 'll be much funnier than anything in the film ...",0
"after you laugh once -lrb- maybe twice ! -rrb- , . you will have completely forgotten the movie by ? the time you get back to your car in the . parking lot .",0
": after you laugh once -lrb- , maybe ; twice -rrb- , you will have completely forgotten the ? movie ! by the time you get , back to your car in the parking : lot ! .",0
"after you laugh once -lrb- maybe twice -rrb- , you will have completely forgotten the ? movie by the ; time you get back to your ! car in the parking lot .",0
"after you laugh once -lrb- maybe twice -rrb- , you will have completely forgotten the movie by the ? time you get back to your car in ! the parking lot ; .",0
"after you laugh once -lrb- maybe twice -rrb- , you will have completely forgotten the movie by the time you get back to your car in the parking lot .",0
! the hanukkah spirit seems fried in pork .,0
the hanukkah spirit seems ; fried in pork .,0
"the , hanukkah : spirit seems fried in pork .",0
the hanukkah spirit seems fried ? in pork .,0
the hanukkah spirit seems fried in pork .,0
"there are plenty of scenes in frida that ! do work , but rarely do , they . involve the title character herself .",1
"there are plenty of scenes in frida that do work , ; but rarely do they involve the title character herself .",1
"there are ! plenty of scenes in frida : that do work ! , but rarely do they involve the title character herself .",1
